PERMIS,ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
596,1,F,A,60,1,68,N,69,BER,F,INJ,ES,160-170,A,0.0,3
13,9,F,C,26,2,24,N,95,BER,F,INJ,ES,170-180,B,0.0,3
97,10,F,C,50,2,26,N,95,BER,F,CAR,ES,150-160,B,0.0,3
82,10,F,C,50,2,30,N,85,BER,F,CAR,ES,150-160,M2,0.0,3
147,10,F,C,50,2,34,N,68,BER,F,CAR,ES,150-160,B,0.0,3
76,7,F,C,50,2,26,N,76,BER,F,INJ,ES,160-170,B,0.0,3
270,4,F,C,50,1,40,N,90,BER,F,INJ,ES,180-190,B,0.0,3
307,10,F,C,55,1,46,O,80,BER,F,CAR,ES,160-170,B,0.0,3
614,9,F,C,60,1,73,N,50,BER,F,INJ,ES,150-160,B,0.0,3
383,4,F,A,22,3,50,N,50,BER,F,INJ,ES,150-160,B,542.4299094,3
301,10,F,A,42,4,44,N,50,BER,F,CAR,ES,160-170,B,0.0,3
222,10,F,A,50,1,43,N,50,BER,F,CAR,ES,160-170,M1,0.0,3
55,10,F,A,50,1,35,N,90,BER,F,CAR,ES,170-180,B,0.0,3
130,4,F,A,50,3,29,N,57,BER,F,INJ,ES,140-150,A,0.0,3
91,2,F,A,50,1,26,N,68,BER,F,INJ,ES,150-160,A,0.0,1
115,4,F,A,50,3,28,N,90,BER,F,INJ,ES,150-160,B,0.0,3
146,9,F,A,50,2,30,N,59,BER,F,INJ,ES,150-160,B,0.0,1
247,3,F,A,50,2,38,O,50,BER,F,INJ,ES,160-170,B,352.2371601,3
291,5,F,A,50,2,42,N,50,BER,F,INJ,ES,160-170,B,0.0,3
322,4,F,A,50,1,49,N,58,BER,F,INJ,ES,160-170,B,0.0,3
464,3,F,A,50,2,57,N,50,BER,F,INJ,ES,160-170,B,0.0,3
503,3,F,A,50,2,61,N,50,BER,F,INJ,ES,160-170,B,497.7389728,3
339,9,F,A,50,2,47,N,53,BER,F,INJ,ES,170-180,B,0.0,3
203,4,F,A,50,2,36,N,50,BER,F,INJ,GO,160-170,B,0.0,3
159,9,F,A,50,2,32,N,71,BER,F,INS,GO,160-170,B,4326.52568,3
432,10,F,A,55,2,55,N,50,BER,F,CAR,ES,140-150,M1,0.0,3
48,10,F,A,55,2,33,N,100,BER,F,CAR,ES,150-160,B,0.0,3
474,5,F,A,55,2,60,O,50,BER,F,INJ,ES,160-170,B,0.0,3
176,1,F,A,55,2,35,N,76,BER,F,INJ,ES,180-190,B,0.0,2
505,10,F,A,60,1,70,O,50,BER,F,CAR,ES,160-170,M1,0.0,2
585,7,F,A,60,1,68,N,50,BER,F,INJ,ES,140-150,B,0.0,3
481,2,F,A,60,1,63,N,85,BER,F,INJ,ES,160-170,B,0.0,3
589,7,F,A,60,1,74,N,50,BER,F,INJ,ES,160-170,B,0.0,3
523,1,F,A,60,1,75,O,50,BER,F,INJ,ES,160-170,B,0.0,3
326,7,F,A,77,3,46,N,50,BER,F,INJ,ES,150-160,B,0.0,3
120,1,F,C,1,2,28,N,95,BER,F,INJ,ES,150-160,B,0.0,3
373,3,F,C,40,2,52,O,50,BER,F,INJ,ES,160-170,B,0.0,2
53,10,F,C,50,2,25,N,95,BER,F,CAR,ES,170-180,M1,0.0,2
23,10,F,C,50,2,31,N,95,BER,F,CAR,ES,180-190,B,0.0,3
99,0,F,C,50,3,28,N,90,BER,F,INJ,ES,160-170,B,0.0,3
123,4,F,C,50,2,29,N,76,BER,F,INJ,ES,160-170,B,0.0,3
165,4,F,C,50,2,31,N,50,BER,F,INJ,ES,160-170,B,0.0,3
198,3,F,C,50,2,35,N,60,BER,F,INJ,ES,160-170,B,0.0,3
452,0,F,C,50,2,57,N,50,BER,F,INJ,ES,160-170,B,0.0,3
146,10,F,C,50,2,30,N,95,BER,F,INJ,ES,170-180,B,0.0,3
406,10,F,C,50,2,53,O,54,BER,F,INJ,ES,180-190,B,0.0,3
160,7,F,C,50,2,34,N,50,BER,F,INJ,GO,150-160,B,0.0,3
497,0,F,C,55,2,59,N,50,BER,F,INJ,ES,170-180,B,353.4625378,3
309,9,F,C,55,2,47,N,50,BER,F,INJ,GO,150-160,B,0.0,3
418,4,F,C,55,1,53,N,95,BER,F,INJ,GO,150-160,B,0.0,3
649,3,F,C,60,1,73,O,132,BER,F,INJ,ES,160-170,B,0.0,3
431,2,F,A,1,4,55,N,50,BER,F,INJ,ES,150-160,B,319.9178248,3
459,3,F,A,1,3,56,N,85,BER,F,INJ,ES,150-160,B,3675.378852,3
208,10,F,A,50,2,35,N,72,BER,F,CAR,ES,150-160,M1,0.0,1
331,10,F,A,50,1,47,O,50,BER,F,CAR,ES,150-160,B,0.0,3
154,10,F,A,50,1,38,N,118,BER,F,CAR,ES,170-180,B,0.0,3
251,4,F,A,50,1,42,N,80,BER,F,INJ,ES,140-150,A,1319.637462,3
62,3,F,A,50,2,23,N,76,BER,F,INJ,ES,150-160,B,0.0,3
84,3,F,A,50,1,30,N,100,BER,F,INJ,ES,150-160,B,0.0,3
142,7,F,A,50,2,32,N,90,BER,F,INJ,ES,150-160,B,0.0,3
196,7,F,A,50,1,35,O,50,BER,F,INJ,ES,150-160,B,294.0906344,1
356,7,F,A,50,2,50,N,50,BER,F,INJ,ES,150-160,B,0.0,3
387,9,F,A,50,2,51,N,50,BER,F,INJ,ES,150-160,B,100.7166163,3
300,5,F,A,50,2,54,N,50,BER,F,INJ,ES,150-160,A,0.0,1
436,1,F,A,50,2,55,N,50,BER,F,INJ,ES,150-160,B,0.0,3
164,4,F,A,50,2,31,N,95,BER,F,INJ,ES,160-170,B,0.0,3
321,5,F,A,50,2,45,N,50,BER,F,INJ,ES,160-170,B,1476.67432,3
355,2,F,A,50,2,48,N,50,BER,F,INJ,ES,160-170,B,0.0,3
325,1,F,A,50,1,53,N,125,BER,F,INJ,ES,160-170,A,4326.52568,3
361,0,F,A,50,2,53,N,50,BER,F,INJ,ES,160-170,A,1562.356495,3
354,0,F,A,50,2,57,O,50,BER,F,INJ,ES,160-170,B,0.0,2
601,3,F,A,50,2,73,N,53,BER,F,INJ,ES,160-170,B,0.0,3
287,2,F,A,50,3,50,N,58,BER,F,INJ,ES,170-180,A,142.5679758,3
366,3,F,A,50,1,54,O,55,BER,F,INJ,ES,170-180,B,0.0,3
454,4,F,A,50,2,56,N,50,BER,F,INJ,ES,170-180,A,0.0,3
274,1,F,A,50,2,40,N,50,BER,F,INJ,GO,150-160,B,0.0,3
215,10,F,A,50,1,47,O,76,BER,F,INJ,GO,150-160,B,28.32507553,3
234,3,F,A,50,2,40,N,53,BER,F,INJ,GO,160-170,B,5380.986707,3
519,5,F,A,60,1,63,O,50,BER,F,INJ,ES,140-150,A,0.0,3
490,5,F,A,60,1,59,N,50,BER,F,INJ,ES,150-160,B,0.0,3
556,4,F,A,60,1,70,N,76,BER,F,INJ,ES,160-170,B,0.0,3
484,1,F,A,60,1,74,N,64,BER,F,INJ,ES,160-170,B,0.0,3
641,3,F,A,60,1,75,N,50,BER,F,INJ,ES,160-170,B,0.0,3
580,2,F,A,60,1,87,O,50,BER,F,INJ,ES,160-170,B,21735.13595,3
639,3,F,A,60,1,79,N,50,BER,F,INJ,ES,170-180,A,1130.363746,1
617,3,F,A,60,1,81,O,76,BER,F,INJ,ES,170-180,B,0.0,3
377,2,F,A,60,1,83,N,52,BER,F,INJ,ES,170-180,B,0.0,3
536,5,F,A,60,1,64,N,50,BER,F,INJ,ES,180-190,B,0.0,3
12,10,F,C,26,2,22,N,95,BER,F,CAR,ES,170-180,B,0.0,2
107,2,F,C,26,2,28,N,118,BER,F,INJ,ES,160-170,A,1418.610272,2
52,7,F,C,26,2,23,N,90,BER,F,INJ,ES,170-180,B,1506.978852,3
61,5,F,C,50,1,25,N,95,BER,F,INJ,ES,150-160,B,0.0,3
504,3,F,C,60,1,66,N,68,BER,F,INJ,ES,150-160,B,0.0,3
245,7,F,A,37,1,78,N,58,BER,F,INJ,ES,170-180,B,0.0,3
379,7,F,A,42,4,54,N,50,BER,F,INJ,ES,150-160,B,0.0,3
192,10,F,A,50,1,35,N,60,BER,F,CAR,ES,150-160,M1,0.0,3
482,10,F,A,50,2,64,N,50,BER,F,CAR,ES,150-160,B,0.0,3
120,10,F,A,50,2,49,N,90,BER,F,CAR,ES,170-180,B,0.0,3
271,9,F,A,50,2,40,N,57,BER,F,INJ,ES,140-150,B,0.0,3
208,7,F,A,50,2,36,N,57,BER,F,INJ,ES,150-160,B,0.0,3
241,10,F,A,50,2,42,N,90,BER,F,INJ,ES,150-160,B,0.0,3
394,2,F,A,50,2,52,N,90,BER,F,INJ,ES,150-160,B,0.0,3
453,5,F,A,50,4,57,N,50,BER,F,INJ,ES,160-170,B,0.0,3
169,9,F,A,50,3,32,N,64,BER,F,INJ,ES,170-180,B,0.0,3
370,1,F,A,50,2,51,N,50,BER,F,IDS,GO,160-170,B,0.0,1
136,7,F,A,55,2,34,N,57,BER,F,INJ,ES,150-160,M1,0.0,3
268,3,F,A,55,2,59,N,50,BER,F,INJ,ES,160-170,B,0.0,3
569,3,F,A,60,1,72,O,50,BER,F,INJ,ES,150-160,B,1532.405438,3
535,3,F,A,60,1,73,N,90,BER,F,INJ,ES,160-170,B,0.0,2
702,5,F,A,60,1,82,O,50,BER,F,INJ,ES,160-170,B,0.0,3
540,1,F,A,66,3,64,N,50,BER,F,INJ,ES,160-170,A,0.0,3
41,2,F,C,26,2,22,N,90,BER,F,INJ,ES,160-170,A,0.0,3
565,10,F,C,50,2,65,N,50,BER,F,CAR,ES,150-160,0,0.0,3
37,10,F,C,50,1,32,N,90,BER,F,CAR,ES,170-180,B,0.0,3
379,3,F,C,50,2,57,N,50,BER,F,INJ,ES,140-150,A,0.0,3
63,4,F,C,50,2,24,O,76,BER,F,INJ,ES,150-160,M1,4241.691843,1
156,1,F,C,50,2,40,O,85,BER,F,INJ,ES,150-160,B,0.0,3
102,5,F,C,50,2,30,N,90,BER,F,INJ,ES,160-170,B,0.0,3
498,0,F,C,50,2,65,N,50,BER,F,INJ,ES,160-170,B,0.0,3
517,3,F,C,55,2,65,N,50,BER,F,INJ,ES,170-180,A,0.0,3
137,7,F,A,37,1,39,N,72,BER,F,INJ,GO,150-160,B,0.0,3
345,10,F,A,50,2,60,N,50,BER,F,CAR,ES,150-160,B,0.0,3
133,2,F,A,50,2,30,N,80,BER,F,INJ,ES,150-160,B,0.0,3
217,4,F,A,50,1,50,O,85,BER,F,INJ,ES,150-160,B,0.0,3
32,9,F,A,50,1,25,N,90,BER,F,INJ,ES,160-170,B,0.0,3
292,0,F,A,50,2,43,N,50,BER,F,INJ,ES,160-170,B,98.25407855,3
393,3,F,A,50,2,51,N,118,BER,F,INJ,ES,160-170,B,1562.356495,3
101,10,F,A,50,2,30,O,90,BER,F,INJ,GO,140-150,B,0.0,3
299,10,F,A,55,1,60,N,95,BER,F,CAR,ES,150-160,M1,0.0,2
273,3,F,C,1,3,42,N,95,BER,F,INJ,ES,170-180,B,0.0,3
24,1,F,C,26,2,21,N,95,BER,F,INJ,ES,160-170,B,2834.439879,3
152,10,F,C,50,3,30,N,64,BER,F,CAR,ES,170-180,M1,0.0,3
202,10,F,C,50,2,38,N,50,BER,F,CAR,ES,170-180,B,0.0,3
135,7,F,C,50,1,29,O,64,BER,F,INJ,ES,140-150,A,0.0,3
75,2,F,C,50,3,25,N,95,BER,F,INJ,ES,160-170,B,1528.069486,2
109,7,F,C,50,2,28,N,85,BER,F,INJ,ES,160-170,B,0.0,3
171,9,F,C,50,1,35,N,118,BER,F,INJ,ES,170-180,B,0.0,3
197,10,F,C,50,2,43,N,50,BER,F,INJ,GO,150-160,B,0.0,3
156,9,F,C,50,1,31,N,95,BER,F,INJ,GO,160-170,M1,0.0,3
233,9,F,C,55,2,39,N,50,BER,F,INJ,GO,150-160,B,0.0,3
25,10,F,A,50,1,29,N,90,BER,F,CAR,ES,160-170,B,0.0,3
52,7,F,A,50,2,31,N,95,BER,F,INJ,ES,140-150,A,0.0,1
132,4,F,A,50,2,29,N,90,BER,F,INJ,ES,150-160,B,0.0,3
149,5,F,A,50,1,32,N,118,BER,F,INJ,ES,150-160,B,0.0,3
25,4,F,A,50,2,35,N,95,BER,F,INJ,ES,150-160,B,0.0,3
111,9,F,A,50,1,27,N,90,BER,F,INJ,ES,160-170,M1,0.0,3
143,9,F,A,50,1,49,O,76,BER,F,INJ,ES,160-170,B,0.0,2
138,1,F,A,55,2,44,N,90,BER,F,INJ,ES,150-160,B,0.0,3
419,5,F,A,55,2,56,N,80,BER,F,INJ,ES,160-170,B,0.0,3
549,1,F,A,60,1,68,N,50,BER,F,INJ,ES,160-170,B,0.0,3
573,2,F,A,60,1,78,O,50,BER,F,INJ,ES,160-170,A,0.0,1
31,10,F,C,50,1,32,N,90,BER,F,CAR,ES,160-170,M1,0.0,3
138,3,F,C,50,2,35,N,64,BER,F,INJ,ES,150-160,B,0.0,3
525,7,F,C,55,2,65,N,50,BER,F,CAR,ES,150-160,B,2120.845921,3
180,7,F,C,55,1,33,N,90,BER,F,INJ,ES,160-170,B,0.0,2
417,3,F,C,55,2,55,N,50,BER,F,INJ,ES,160-170,B,0.0,3
637,4,F,C,60,1,78,O,50,BER,F,INJ,ES,150-160,B,0.0,2
318,10,F,A,50,2,51,O,50,BER,F,CAR,ES,160-170,M1,0.0,3
226,5,F,A,50,1,53,N,54,BER,F,INJ,ES,150-160,B,0.0,2
127,10,F,A,50,2,41,N,90,BER,F,INJ,GO,150-160,B,0.0,3
200,5,F,A,55,2,36,N,76,BER,F,INJ,ES,150-160,B,0.0,3
458,5,F,A,55,2,57,N,50,BER,F,INJ,ES,160-170,B,0.0,3
497,10,F,A,60,1,74,O,50,BER,F,CAR,ES,150-160,M2,0.0,3
413,3,F,A,60,1,64,O,50,BER,F,INJ,ES,160-170,B,0.0,3
586,2,F,A,60,1,74,N,55,BER,F,INJ,ES,160-170,B,0.0,3
471,5,F,A,60,1,71,O,50,BER,F,INJ,ES,170-180,B,0.0,3
75,5,F,A,66,3,47,N,72,BER,F,INJ,ES,160-170,B,0.0,3
44,9,F,C,26,2,24,N,95,BER,F,INJ,ES,170-180,B,0.0,3
22,10,F,C,50,2,23,N,95,BER,F,CAR,ES,140-150,M1,0.0,3
24,10,F,C,50,2,26,N,90,BER,F,CAR,ES,160-170,M1,0.0,3
196,10,F,C,50,3,37,N,71,BER,F,CAR,ES,160-170,M1,0.0,3
129,2,F,C,50,2,31,O,54,BER,F,INJ,ES,160-170,B,0.0,2
129,9,F,C,50,1,46,N,90,BER,F,INJ,ES,160-170,M1,0.0,3
113,9,F,C,50,2,28,N,95,BER,F,INJ,GO,150-160,B,0.0,2
103,10,F,C,55,2,26,N,64,BER,F,CAR,ES,150-160,M1,0.0,3
98,7,F,C,55,2,29,O,64,BER,F,INJ,ES,150-160,M1,0.0,2
197,4,F,C,55,2,34,N,90,BER,F,INJ,ES,150-160,B,0.0,3
439,10,F,C,60,1,69,O,50,BER,F,INJ,ES,170-180,M1,0.0,3
275,10,M,A,49,4,41,N,86,BER,F,CAR,ES,170-180,M1,0.0,3
149,3,M,A,50,3,31,N,76,BER,F,INJ,ES,160-170,B,0.0,1
145,3,M,C,50,1,30,N,81,BER,F,INJ,ES,160-170,B,0.0,1
149,5,M,A,55,2,38,N,68,BER,F,INJ,GO,130-140,M1,0.0,3
132,7,M,C,26,2,31,O,72,BER,F,INJ,ES,160-170,B,0.0,1
290,10,M,A,50,2,42,N,50,BER,F,INJ,ES,170-180,B,0.0,3
363,10,M,A,60,1,57,N,50,BER,F,CAR,ES,170-180,B,0.0,3
696,7,M,A,60,1,85,N,50,BER,F,INJ,ES,140-150,A,396.4685801,3
323,10,M,C,48,1,45,N,53,BER,F,INJ,ES,170-180,B,0.0,3
53,4,M,C,50,2,26,N,139,BER,F,INJ,ES,160-170,B,0.0,3
184,10,M,A,50,2,37,N,95,BER,F,CAR,ES,170-180,M1,0.0,3
232,10,M,A,50,2,44,N,69,BER,F,CAR,ES,170-180,M1,0.0,3
373,10,M,A,50,2,49,N,50,BER,F,INJ,ES,170-180,A,0.0,3
240,10,M,A,50,2,38,N,50,BER,F,INJ,GO,160-170,B,0.0,3
411,7,M,A,50,2,57,N,50,BER,F,INJ,ES,150-160,B,0.0,3
103,9,M,A,50,1,27,O,90,BER,F,INJ,ES,160-170,B,0.0,3
687,5,M,A,60,1,76,N,59,BER,F,INJ,ES,160-170,B,0.0,3
118,9,M,C,26,2,28,N,80,BER,F,INJ,ES,160-170,M1,0.0,3
166,1,M,C,50,2,32,N,95,BER,F,INJ,ES,140-150,A,102.5900302,1
329,4,M,C,50,1,50,N,50,BER,F,INJ,ES,150-160,B,0.0,3
121,10,M,A,26,2,28,N,95,BER,F,INJ,GO,150-160,B,0.0,3
284,2,M,A,42,3,55,N,80,BER,F,INJ,ES,160-170,B,0.0,3
522,0,M,A,42,2,69,N,57,BER,F,INJ,ES,160-170,A,0.0,3
103,9,M,A,50,2,26,O,95,BER,F,CAR,ES,150-160,M1,0.0,3
214,10,M,C,50,1,42,N,80,BER,F,CAR,ES,170-180,B,0.0,3
144,9,M,C,55,2,33,N,54,BER,F,INS,GO,160-170,B,0.0,3
120,5,M,A,1,2,28,N,95,BER,F,INJ,ES,150-160,A,0.0,3
129,7,M,A,1,3,28,N,76,BER,F,INJ,ES,160-170,B,0.0,1
311,0,M,A,1,3,49,N,51,BER,F,INJ,ES,160-170,A,0.0,3
320,2,M,A,50,3,46,N,60,BER,F,INJ,ES,150-160,B,0.0,2
26,1,M,C,26,2,21,N,156,BER,F,INJ,ES,150-160,B,0.0,3
253,10,M,C,50,2,40,N,125,BER,F,CAR,ES,170-180,B,0.0,3
90,7,M,C,50,2,28,N,95,BER,F,INJ,ES,160-170,B,0.0,3
355,2,M,A,1,2,51,N,50,BER,F,INJ,ES,140-150,A,0.0,1
112,4,M,A,1,3,27,N,118,BER,F,INJ,ES,170-180,B,0.0,3
412,2,M,A,1,3,54,N,50,BER,F,INJ,ES,170-180,A,0.0,3
104,10,M,A,50,1,29,N,95,BER,F,CAR,ES,170-180,B,0.0,3
200,4,M,A,50,1,35,N,85,BER,F,INJ,ES,180-190,B,1715.611178,3
513,3,M,A,60,1,85,N,50,BER,F,INJ,ES,160-170,B,0.0,3
536,5,M,C,50,1,62,O,50,BER,F,INJ,ES,180-190,B,0.0,2
505,5,M,C,60,1,74,O,50,BER,F,INJ,ES,160-170,B,0.0,3
180,4,M,A,50,2,35,N,85,BER,F,INJ,ES,160-170,B,1383.015408,3
615,5,M,A,50,2,78,N,50,BER,F,INJ,ES,160-170,B,0.0,3
549,7,M,A,60,1,64,N,50,BER,F,INJ,ES,150-160,B,124.8117825,3
580,3,M,A,60,1,66,N,50,BER,F,INJ,ES,160-170,B,0.0,3
526,1,M,A,60,1,69,N,50,BER,F,INJ,ES,160-170,B,0.0,3
466,2,M,A,60,1,78,N,50,BER,F,INJ,ES,160-170,B,0.0,3
26,5,M,C,26,2,22,N,90,BER,F,INJ,ES,160-170,B,0.0,3
329,10,M,C,50,2,50,O,57,BER,F,CAR,ES,150-160,M1,0.0,2
217,10,M,C,50,2,38,N,85,BER,F,CAR,ES,160-170,M1,0.0,3
154,10,M,A,37,1,32,N,106,BER,F,CAR,ES,160-170,M1,0.0,3
326,10,M,A,50,2,46,N,85,BER,F,CAR,ES,150-160,M2,0.0,3
510,10,M,A,50,3,66,N,50,BER,F,CAR,ES,150-160,B,0.0,3
412,4,M,A,50,2,62,N,50,BER,F,INJ,ES,160-170,B,0.0,3
243,10,M,A,50,2,38,N,72,BER,F,INJ,GO,150-160,B,0.0,3
28,10,M,C,26,2,22,N,95,BER,F,CAR,ES,160-170,B,0.0,3
93,10,M,C,50,2,26,N,90,BER,F,CAR,ES,150-160,M1,0.0,3
96,4,M,C,50,1,31,N,85,BER,F,INJ,ES,150-160,B,0.0,3
147,1,M,C,50,3,33,N,58,BER,F,INJ,ES,160-170,B,634.2036254,3
217,4,M,C,50,2,36,N,72,BER,F,INJ,ES,160-170,B,1418.610272,3
309,5,M,C,50,1,46,O,50,BER,F,INJ,ES,180-190,M1,0.0,2
124,10,M,C,55,2,29,N,95,BER,F,CAR,ES,150-160,M2,0.0,3
540,1,M,C,60,1,66,N,85,BER,F,INJ,ES,160-170,B,0.0,3
251,10,M,A,1,3,39,N,50,BER,F,INJ,ES,150-160,M1,0.0,2
298,10,M,A,50,1,46,N,80,BER,F,CAR,ES,150-160,M1,0.0,3
385,10,M,A,50,2,51,O,50,BER,F,CAR,ES,150-160,M2,0.0,3
192,10,M,A,50,2,40,N,76,BER,F,CAR,ES,160-170,M1,0.0,3
289,10,M,A,50,1,44,N,95,BER,F,CAR,ES,170-180,M1,0.0,3
192,5,M,A,50,1,34,O,85,BER,F,INJ,ES,150-160,B,0.0,2
247,9,M,A,50,2,50,N,50,BER,F,INJ,ES,150-160,M1,0.0,3
443,7,M,A,55,1,55,N,50,BER,F,INJ,GO,160-170,B,0.0,1
462,10,M,A,60,1,61,N,69,BER,F,CAR,ES,160-170,M1,0.0,3
505,10,M,A,60,1,75,N,50,BER,F,INJ,ES,150-160,M1,0.0,3
188,2,M,C,1,2,34,N,118,BER,F,INJ,ES,160-170,B,0.0,3
381,10,M,C,42,1,50,O,72,BER,F,INJ,GO,150-160,B,0.0,3
230,9,M,C,46,2,37,N,60,BER,F,INS,GO,160-170,B,0.0,3
332,10,M,C,50,1,47,O,64,BER,F,INJ,ES,160-170,B,0.0,3
419,4,M,C,50,2,54,N,50,BER,F,INJ,ES,160-170,B,0.0,3
436,2,M,A,1,3,55,N,55,BER,F,INJ,ES,160-170,A,0.0,3
296,10,M,A,50,2,43,N,50,BER,F,CAR,ES,160-170,B,0.0,3
26,10,M,A,50,1,43,N,118,BER,F,CAR,ES,170-180,B,0.0,3
291,10,M,A,50,1,55,N,57,BER,F,CAR,ES,170-180,0,0.0,3
460,9,M,A,50,1,63,N,50,BER,F,INJ,ES,140-150,B,0.0,3
253,3,M,A,50,2,39,N,50,BER,F,INJ,ES,150-160,B,0.0,3
316,9,M,A,50,2,46,N,50,BER,F,INJ,ES,150-160,B,0.0,3
393,3,M,A,50,2,51,N,64,BER,F,INJ,ES,150-160,B,186.8700906,3
206,4,M,A,50,1,35,N,80,BER,F,INJ,ES,160-170,B,0.0,3
317,3,M,A,50,1,48,N,85,BER,F,INJ,ES,160-170,B,0.0,2
455,1,M,A,50,2,56,N,50,BER,F,INJ,ES,160-170,B,0.0,3
511,0,M,A,50,1,65,N,50,BER,F,INJ,ES,160-170,B,0.0,3
455,4,M,A,50,2,56,N,68,BER,F,INJ,ES,170-180,B,499.3060423,3
173,9,M,A,50,2,33,N,54,BER,F,INJ,GO,140-150,B,0.0,3
88,9,M,A,50,2,25,O,72,BER,F,INS,GO,160-170,B,0.0,3
415,3,M,A,55,2,55,N,50,BER,F,INJ,ES,160-170,B,0.0,3
650,2,M,A,60,1,75,O,50,BER,F,INJ,ES,150-160,B,0.0,1
335,5,M,C,1,3,47,N,51,BER,F,INJ,ES,170-180,M1,0.0,2
80,10,M,C,26,2,26,N,85,BER,F,INJ,ES,160-170,B,0.0,3
48,10,M,C,26,2,22,N,80,BER,F,INJ,ES,170-180,B,0.0,3
174,10,M,C,50,1,33,O,95,BER,F,CAR,ES,150-160,M1,0.0,3
264,10,M,C,50,1,43,O,95,BER,F,CAR,ES,150-160,B,0.0,3
96,5,M,C,50,1,30,N,95,BER,F,CAR,ES,160-170,B,0.0,2
105,7,M,C,50,2,26,N,90,BER,F,INJ,ES,150-160,B,0.0,3
148,10,M,C,50,1,32,N,90,BER,F,INJ,ES,150-160,B,0.0,2
36,2,M,C,50,2,26,N,85,BER,F,IDS,GO,160-170,B,0.0,3
38,7,M,C,50,2,26,N,164,BER,F,INJ,GO,150-160,B,0.0,3
159,4,M,C,55,2,34,N,50,BER,F,IDS,GO,160-170,B,0.0,3
181,10,M,C,55,2,33,N,90,BER,F,INJ,GO,150-160,B,0.0,3
419,10,M,C,60,1,73,O,50,BER,F,CAR,ES,160-170,B,0.0,3
410,10,M,A,50,2,55,N,50,BER,F,CAR,ES,150-160,M1,0.0,3
313,10,M,A,50,1,48,O,50,BER,F,CAR,ES,160-170,B,0.0,3
326,10,M,A,50,1,51,N,62,BER,F,CAR,ES,160-170,B,0.0,3
97,9,M,A,50,2,26,N,68,BER,F,INJ,ES,150-160,B,0.0,3
223,10,M,A,50,1,38,N,60,BER,F,INJ,ES,150-160,M1,0.0,3
334,7,M,A,50,2,55,N,72,BER,F,INJ,ES,150-160,B,0.0,3
96,0,M,A,50,2,33,N,90,BER,F,INJ,ES,160-170,B,0.0,3
427,2,M,A,50,1,61,O,60,BER,F,INJ,ES,160-170,B,0.0,3
18,10,M,A,50,2,28,N,95,BER,F,INJ,ES,170-180,B,0.0,3
212,4,M,A,50,2,45,N,72,BER,F,INJ,GO,150-160,B,314.6981873,3
311,10,M,A,50,2,51,N,118,BER,F,INJ,GO,150-160,B,0.0,3
705,1,M,A,55,1,83,O,50,BER,F,INJ,ES,160-170,B,0.0,3
569,10,M,A,60,1,74,N,50,BER,F,CAR,ES,150-160,M1,0.0,3
517,2,M,A,60,1,66,N,50,BER,F,INJ,ES,150-160,B,799.8181269,3
534,2,M,A,60,1,65,N,90,BER,F,INJ,ES,160-170,B,0.0,2
692,7,M,A,60,1,75,O,50,BER,F,INJ,ES,170-180,B,0.0,1
229,7,M,C,42,1,41,N,78,BER,F,INJ,GO,160-170,B,0.0,3
394,10,M,C,50,2,55,N,50,BER,F,CAR,ES,160-170,B,0.0,3
96,9,M,C,50,2,26,N,76,BER,F,INJ,ES,160-170,B,0.0,3
78,7,M,C,50,1,28,N,72,BER,F,INJ,ES,160-170,B,0.0,2
196,2,M,C,50,2,34,N,90,BER,F,INJ,ES,160-170,B,0.0,2
212,10,M,C,50,2,40,N,95,BER,F,INJ,ES,160-170,B,0.0,3
175,7,M,C,50,1,41,N,62,BER,F,INJ,ES,170-180,M1,0.0,3
106,10,M,C,50,2,26,N,64,BER,F,INJ,GO,150-160,B,0.0,3
446,1,M,A,1,2,55,N,50,BER,F,INJ,ES,150-160,B,0.0,3
352,7,M,A,48,1,47,N,50,BER,F,INJ,ES,160-170,B,0.0,3
360,10,M,A,50,1,48,N,50,BER,F,CAR,ES,170-180,B,0.0,3
168,10,M,A,50,2,32,O,72,BER,F,INJ,ES,150-160,B,0.0,3
237,5,M,A,50,2,37,O,50,BER,F,INJ,ES,150-160,B,0.0,3
118,10,M,A,50,2,28,N,85,BER,F,INJ,ES,160-170,B,0.0,3
96,7,M,A,50,2,26,N,85,BER,F,INJ,GO,150-160,B,0.0,3
659,10,M,A,60,1,74,O,50,BER,F,CAR,ES,170-180,B,0.0,2
169,10,M,C,50,2,35,N,95,BER,F,CAR,ES,150-160,M1,0.0,3
334,10,M,C,50,1,54,N,50,BER,F,CAR,ES,150-160,0,0.0,3
193,10,M,C,50,2,41,N,85,BER,F,CAR,ES,160-170,B,0.0,2
201,3,M,C,50,2,38,N,68,BER,F,INJ,ES,150-160,A,0.0,3
214,2,M,C,50,2,35,N,90,BER,F,INJ,ES,160-170,B,0.0,3
127,7,M,C,50,2,29,N,95,BER,F,INJ,ES,170-180,B,0.0,3
211,2,M,C,50,1,38,O,64,BER,F,INJ,ES,170-180,B,0.0,3
188,10,M,C,50,2,36,N,90,BER,F,INJ,GO,150-160,B,0.0,3
112,7,M,C,50,2,28,N,68,BER,F,INJ,GO,160-170,B,0.0,3
360,10,M,C,55,2,49,N,76,BER,F,INJ,GO,150-160,B,0.0,3
